data,ano,trimestre,servico,faixa_etaria,regiao,classe_social,tamanho_amostra,usuarios_ativos,penetracao_percentual,frequencia_uso_semanal,satisfacao_media,intencao_continuar_pct,nao_usuarios,potencial_crescimento_pct,nps_estimado
2023-04-01,2023,Q2,E-commerce,18-24,Nordeste,D/E,833,252,30.34,1.79,7.18,28.59,581,69.66,43.6
2023-04-01,2023,Q2,E-commerce,18-24,Norte,A,902,766,84.97,2.42,4.55,77.84,136,15.03,-2.3
2023-04-01,2023,Q2,E-commerce,18-24,Norte,B,1139,829,72.83,2.88,7.0,76.94,310,27.17,20.0
2023-04-01,2023,Q2,E-commerce,18-24,Norte,C,1198,654,54.62,0.61,7.32,69.91,544,45.38,46.4
2023-04-01,2023,Q2,E-commerce,18-24,Norte,D/E,864,262,30.34,0.65,8.09,45.27,602,69.66,61.8
2023-04-01,2023,Q2,E-commerce,25-34,Sul,A,843,843,100.0,1.87,6.31,90.77,0,0.0,13.1
2023-04-01,2023,Q2,E-commerce,25-34,Sul,B,812,765,94.25,1.78,7.03,79.74,47,5.75,40.6
2023-04-01,2023,Q2,E-commerce,25-34,Sul,C,1074,759,70.69,3.22,8.61,50.83,315,29.31,72.2
2023-04-01,2023,Q2,E-commerce,25-34,Sul,D/E,1017,399,39.27,2.67,4.22,35.56,618,60.73,-3.9
2023-04-01,2023,Q2,E-commerce,25-34,Sudeste,A,1103,1103,100.0,3.04,5.02,100.0,0,0.0,0.2
2023-04-01,2023,Q2,E-commerce,25-34,Sudeste,B,836,787,94.25,3.37,5.87,85.21,49,5.75,8.7
2023-04-01,2023,Q2,E-commerce,25-34,Sudeste,C,1015,717,70.69,2.76,7.48,58.95,298,29.31,49.6
2023-04-01,2023,Q2,E-commerce,25-34,Sudeste,D/E,1149,451,39.27,0.5,5.34,49.53,698,60.73,3.4
2023-04-01,2023,Q2,E-commerce,25-34,Centro-Oeste,A,1156,1155,99.96,4.17,5.29,93.22,1,0.04,2.9
2023-04-01,2023,Q2,E-commerce,25-34,Centro-Oeste,B,873,747,85.68,2.9,6.49,90.96,126,14.32,14.9
2023-04-01,2023,Q2,E-commerce,25-34,Centro-Oeste,C,1171,752,64.26,1.9,7.29,57.68,419,35.74,45.8
2023-04-01,2023,Q2,E-commerce,25-34,Centro-Oeste,D/E,1044,372,35.7,0.5,6.09,29.09,672,64.3,10.9
2023-04-01,2023,Q2,E-commerce,25-34,Nordeste,A,1011,859,84.97,4.67,7.15,93.58,152,15.03,43.0
2023-04-01,2023,Q2,E-commerce,25-34,Nordeste,B,1045,761,72.83,3.0,7.74,76.11,284,27.17,54.8
2023-04-01,2023,Q2,E-commerce,25-34,Nordeste,C,1122,612,54.62,2.81,8.34,48.41,510,45.38,66.8
2023-04-01,2023,Q2,E-commerce,25-34,Nordeste,D/E,1095,332,30.34,1.06,3.67,28.81,763,69.66,-6.7
2023-04-01,2023,Q2,E-commerce,25-34,Norte,A,996,846,84.97,1.79,9.04,65.8,150,15.03,80.8
2023-04-01,2023,Q2,E-commerce,25-34,Norte,B,1012,737,72.83,3.78,7.64,78.8,275,27.17,52.8
2023-04-01,2023,Q2,E-commerce,25-34,Norte,C,966,527,54.62,1.81,8.38,50.06,439,45.38,67.6
2023-04-01,2023,Q2,E-commerce,25-34,Norte,D/E,1004,304,30.34,0.66,7.9,30.89,700,69.66,58.0
2023-04-01,2023,Q2,E-commerce,35-44,Sul,A,970,970,100.0,4.22,7.42,100.0,0,0.0,48.4
2023-04-01,2023,Q2,E-commerce,35-44,Sul,B,1142,1076,94.25,3.58,6.84,88.88,66,5.75,18.4
2023-04-01,2023,Q2,E-commerce,35-44,Sul,C,910,643,70.69,3.46,8.36,80.84,267,29.31,67.2
2023-04-01,2023,Q2,E-commerce,35-44,Sul,D/E,875,343,39.27,0.5,6.6,35.65,532,60.73,16.0
2023-04-01,2023,Q2,E-commerce,35-44,Sudeste,A,863,863,100.0,4.11,4.77,91.84,0,0.0,-1.2
2023-04-01,2023,Q2,E-commerce,35-44,Sudeste,B,853,803,94.25,2.45,5.9,94.46,50,5.75,9.0
2023-04-01,2023,Q2,E-commerce,35-44,Sudeste,C,821,580,70.69,1.8,8.54,65.74,241,29.31,70.8
2023-04-01,2023,Q2,E-commerce,35-44,Sudeste,D/E,1165,457,39.27,1.47,5.19,38.12,708,60.73,1.9
2023-04-01,2023,Q2,E-commerce,35-44,Centro-Oeste,A,922,921,99.96,5.35,8.44,86.53,1,0.04,68.8
2023-04-01,2023,Q2,E-commerce,35-44,Centro-Oeste,B,1174,1005,85.68,3.07,7.57,93.9,169,14.32,51.4
2023-04-01,2023,Q2,E-commerce,35-44,Centro-Oeste,C,1072,688,64.26,1.83,9.13,58.94,384,35.74,82.6
2023-04-01,2023,Q2,E-commerce,35-44,Centro-Oeste,D/E,1118,399,35.7,1.05,6.55,40.3,719,64.3,15.5
2023-04-01,2023,Q2,E-commerce,35-44,Nordeste,A,1077,915,84.97,4.1,5.93,95.5,162,15.03,9.3
2023-04-01,2023,Q2,E-commerce,35-44,Nordeste,B,900,655,72.83,3.38,6.8,76.46,245,27.17,18.0
2023-04-01,2023,Q2,E-commerce,35-44,Nordeste,C,1054,575,54.62,2.25,7.29,55.18,479,45.38,45.8
2023-04-01,2023,Q2,E-commerce,35-44,Nordeste,D/E,1077,326,30.34,1.73,7.04,27.66,751,69.66,40.8
2023-04-01,2023,Q2,E-commerce,35-44,Norte,A,884,751,84.97,4.52,6.99,96.35,133,15.03,19.9
2023-04-01,2023,Q2,E-commerce,35-44,Norte,B,873,635,72.83,1.5,8.19,82.77,238,27.17,63.8
2023-04-01,2023,Q2,E-commerce,35-44,Norte,C,948,517,54.62,1.86,8.26,37.19,431,45.38,65.2
2023-04-01,2023,Q2,E-commerce,35-44,Norte,D/E,1017,308,30.34,0.5,8.16,16.96,709,69.66,63.2
2023-04-01,2023,Q2,E-commerce,45-54,Sul,A,815,815,100.0,5.01,5.75,94.12,0,0.0,7.5
2023-04-01,2023,Q2,E-commerce,45-54,Sul,B,1168,1100,94.25,2.71,4.39,85.7,68,5.75,-3.1
2023-04-01,2023,Q2,E-commerce,45-54,Sul,C,870,614,70.69,3.05,5.45,61.45,256,29.31,4.5
2023-04-01,2023,Q2,E-commerce,45-54,Sul,D/E,986,387,39.27,3.49,7.12,53.29,599,60.73,42.4
2023-04-01,2023,Q2,E-commerce,45-54,Sudeste,A,972,972,100.0,5.76,8.8,93.14,0,0.0,76.0
2023-04-01,2023,Q2,E-commerce,45-54,Sudeste,B,1070,1008,94.25,3.37,5.16,92.39,62,5.75,1.6
2023-04-01,2023,Q2,E-commerce,45-54,Sudeste,C,1158,818,70.69,2.64,7.96,69.31,340,29.31,59.2
2023-04-01,2023,Q2,E-commerce,45-54,Sudeste,D/E,1053,413,39.27,2.33,6.95,34.21,640,60.73,19.5
2023-04-01,2023,Q2,E-commerce,45-54,Centro-Oeste,A,977,976,99.96,3.99,5.69,100.0,1,0.04,6.9
2023-04-01,2023,Q2,E-commerce,45-54,Centro-Oeste,B,1144,980,85.68,3.56,7.34,85.85,164,14.32,46.8
2023-04-01,2023,Q2,E-commerce,45-54,Centro-Oeste,C,1152,740,64.26,3.64,10.0,66.16,412,35.74,100.0
2023-04-01,2023,Q2,E-commerce,45-54,Centro-Oeste,D/E,1006,359,35.7,0.64,9.34,24.23,647,64.3,86.8
2023-04-01,2023,Q2,E-commerce,45-54,Nordeste,A,1013,860,84.97,1.58,6.77,80.61,153,15.03,17.7
2023-04-01,2023,Q2,E-commerce,45-54,Nordeste,B,1007,733,72.83,2.05,6.51,70.68,274,27.17,15.1
2023-04-01,2023,Q2,E-commerce,45-54,Nordeste,C,1170,639,54.62,1.59,7.77,51.02,531,45.38,55.4
2023-04-01,2023,Q2,E-commerce,45-54,Nordeste,D/E,904,274,30.34,1.47,4.28,39.47,630,69.66,-3.6
2023-04-01,2023,Q2,E-commerce,45-54,Norte,A,947,804,84.97,1.36,8.84,91.55,143,15.03,76.8
2023-04-01,2023,Q2,E-commerce,45-54,Norte,B,823,599,72.83,3.74,6.61,67.92,224,27.17,16.1
2023-04-01,2023,Q2,E-commerce,45-54,Norte,C,1057,577,54.62,1.41,5.57,48.15,480,45.38,5.7
2023-04-01,2023,Q2,E-commerce,45-54,Norte,D/E,963,292,30.34,0.74,9.11,18.73,671,69.66,82.2
2023-04-01,2023,Q2,E-commerce,55-64,Sul,A,820,820,100.0,5.87,5.22,100.0,0,0.0,2.2
2023-04-01,2023,Q2,E-commerce,55-64,Sul,B,927,873,94.25,4.37,4.31,84.53,54,5.75,-3.5
2023-04-01,2023,Q2,E-commerce,55-64,Sul,C,1000,706,70.69,3.56,8.42,72.25,294,29.31,68.4
2023-04-01,2023,Q2,E-commerce,55-64,Sul,D/E,818,321,39.27,3.35,5.47,38.95,497,60.73,4.7
2023-04-01,2023,Q2,E-commerce,55-64,Sudeste,A,892,892,100.0,4.79,8.54,95.7,0,0.0,70.8
2023-04-01,2023,Q2,E-commerce,55-64,Sudeste,B,1129,1064,94.25,3.62,7.45,100.0,65,5.75,49.0
2023-04-01,2023,Q2,E-commerce,55-64,Sudeste,C,1053,744,70.69,3.25,5.35,62.22,309,29.31,3.5
2023-04-01,2023,Q2,E-commerce,55-64,Sudeste,D/E,1158,454,39.27,1.67,5.13,41.85,704,60.73,1.3
2023-04-01,2023,Q2,E-commerce,55-64,Centro-Oeste,A,1158,1157,99.96,4.19,6.11,100.0,1,0.04,11.1
2023-04-01,2023,Q2,E-commerce,55-64,Centro-Oeste,B,940,805,85.68,2.73,8.04,90.04,135,14.32,60.8
2023-04-01,2023,Q2,E-commerce,55-64,Centro-Oeste,C,1108,712,64.26,3.38,6.04,81.23,396,35.74,10.4
2023-04-01,2023,Q2,E-commerce,55-64,Centro-Oeste,D/E,901,321,35.7,0.5,5.66,28.25,580,64.3,6.6
2023-04-01,2023,Q2,E-commerce,55-64,Nordeste,A,1028,873,84.97,4.63,6.2,83.08,155,15.03,12.0
2023-04-01,2023,Q2,E-commerce,55-64,Nordeste,B,958,697,72.83,2.14,8.46,100.0,261,27.17,69.2
2023-04-01,2023,Q2,E-commerce,55-64,Nordeste,C,988,539,54.62,4.03,6.93,75.63,449,45.38,19.3
2023-04-01,2023,Q2,E-commerce,55-64,Nordeste,D/E,980,297,30.34,1.03,4.29,15.81,683,69.66,-3.5
2023-04-01,2023,Q2,E-commerce,55-64,Norte,A,954,810,84.97,2.68,7.34,67.94,144,15.03,46.8
2023-04-01,2023,Q2,E-commerce,55-64,Norte,B,951,692,72.83,1.66,8.12,69.21,259,27.17,62.4
2023-04-01,2023,Q2,E-commerce,55-64,Norte,C,984,537,54.62,2.88,6.47,42.3,447,45.38,14.7
2023-04-01,2023,Q2,E-commerce,55-64,Norte,D/E,970,294,30.34,1.64,6.48,40.99,676,69.66,14.8
2023-04-01,2023,Q2,E-commerce,65+,Sul,A,974,974,100.0,3.04,5.77,100.0,0,0.0,7.7
2023-04-01,2023,Q2,E-commerce,65+,Sul,B,815,768,94.25,2.9,6.75,90.54,47,5.75,17.5
2023-04-01,2023,Q2,E-commerce,65+,Sul,C,1009,713,70.69,1.95,6.6,77.11,296,29.31,16.0
2023-04-01,2023,Q2,E-commerce,65+,Sul,D/E,897,352,39.27,0.68,7.69,50.92,545,60.73,53.8
2023-04-01,2023,Q2,E-commerce,65+,Sudeste,A,1021,1021,100.0,4.57,5.36,100.0,0,0.0,3.6
2023-04-01,2023,Q2,E-commerce,65+,Sudeste,B,1030,970,94.25,2.51,9.36,100.0,60,5.75,87.2
2023-04-01,2023,Q2,E-commerce,65+,Sudeste,C,1051,742,70.69,3.59,6.5,55.35,309,29.31,15.0
2023-04-01,2023,Q2,E-commerce,65+,Sudeste,D/E,1142,448,39.27,1.01,8.19,44.96,694,60.73,63.8
2023-04-01,2023,Q2,E-commerce,65+,Centro-Oeste,A,1061,1060,99.96,3.19,5.54,100.0,1,0.04,5.4
2023-04-01,2023,Q2,E-commerce,65+,Centro-Oeste,B,1008,863,85.68,1.92,6.71,87.36,145,14.32,17.1
2023-04-01,2023,Q2,E-commerce,65+,Centro-Oeste,C,804,516,64.26,2.9,7.72,55.31,288,35.74,54.4
2023-04-01,2023,Q2,E-commerce,65+,Centro-Oeste,D/E,1172,418,35.7,0.55,6.36,38.59,754,64.3,13.6
2023-04-01,2023,Q2,E-commerce,65+,Nordeste,A,1103,937,84.97,1.63,7.15,86.29,166,15.03,43.0
2023-04-01,2023,Q2,E-commerce,65+,Nordeste,B,1155,841,72.83,0.74,8.46,70.79,314,27.17,69.2
2023-04-01,2023,Q2,E-commerce,65+,Nordeste,C,1003,547,54.62,1.79,8.13,36.32,456,45.38,62.6
2023-04-01,2023,Q2,E-commerce,65+,Nordeste,D/E,1150,348,30.34,1.29,7.61,31.22,802,69.66,52.2
2023-04-01,2023,Q2,E-commerce,65+,Norte,A,878,746,84.97,2.64,9.14,90.69,132,15.03,82.8
2023-04-01,2023,Q2,E-commerce,65+,Norte,B,813,592,72.83,1.42,7.63,59.92,221,27.17,52.6
2023-04-01,2023,Q2,E-commerce,65+,Norte,C,926,505,54.62,1.35,5.05,62.47,421,45.38,0.5
2023-04-01,2023,Q2,E-commerce,65+,Norte,D/E,967,293,30.34,2.03,9.56,36.27,674,69.66,91.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sul,A,898,871,97.02,5.42,6.77,100.0,27,2.98,17.7
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sul,B,884,735,83.16,5.96,8.72,76.94,149,16.84,74.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sul,C,1031,643,62.37,4.78,7.73,42.71,388,37.63,54.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sul,D/E,1052,364,34.65,2.64,8.71,33.13,688,65.35,74.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sudeste,A,864,838,97.02,5.57,5.65,96.57,26,2.98,6.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sudeste,B,1071,890,83.16,4.15,10.0,76.48,181,16.84,100.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sudeste,C,962,599,62.37,1.98,7.86,56.2,363,37.63,57.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Sudeste,D/E,1198,415,34.65,2.39,5.94,35.4,783,65.35,9.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Centro-Oeste,A,967,852,88.2,4.7,6.46,93.05,115,11.8,14.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Centro-Oeste,B,805,608,75.6,3.97,7.06,93.43,197,24.4,41.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Centro-Oeste,C,1047,593,56.7,2.37,8.6,47.77,454,43.3,72.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Centro-Oeste,D/E,930,292,31.5,1.9,5.78,33.02,638,68.5,7.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Nordeste,A,853,639,74.97,5.39,7.33,70.64,214,25.03,46.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Nordeste,B,984,632,64.26,4.22,6.72,66.95,352,35.74,17.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Nordeste,C,931,448,48.2,3.14,5.65,26.42,483,51.8,6.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Nordeste,D/E,1070,286,26.77,1.67,5.23,34.94,784,73.23,2.3
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Norte,A,1167,874,74.97,3.16,7.38,92.28,293,25.03,47.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Norte,B,1096,704,64.26,3.85,7.67,60.8,392,35.74,53.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Norte,C,1086,523,48.2,5.17,7.78,57.45,563,51.8,55.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,18-24,Norte,D/E,1175,314,26.77,3.05,5.52,18.36,861,73.23,5.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sul,A,909,909,100.0,6.69,6.61,100.0,0,0.0,16.1
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sul,B,1187,1184,99.79,4.86,6.3,98.41,3,0.21,13.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sul,C,984,736,74.84,4.48,6.51,75.33,248,25.16,15.1
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sul,D/E,1110,461,41.58,3.1,8.42,51.91,649,58.42,68.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sudeste,A,988,988,100.0,7.12,7.69,100.0,0,0.0,53.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sudeste,B,883,881,99.79,3.85,7.5,91.54,2,0.21,50.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sudeste,C,976,730,74.84,5.09,6.9,88.15,246,25.16,19.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Sudeste,D/E,1108,460,41.58,3.15,8.56,35.15,648,58.42,71.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Centro-Oeste,A,1183,1183,100.0,7.13,6.75,100.0,0,0.0,17.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Centro-Oeste,B,1093,991,90.72,5.73,7.96,99.65,102,9.28,59.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Centro-Oeste,C,1164,791,68.04,4.65,3.81,64.12,373,31.96,-5.9
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Centro-Oeste,D/E,1127,426,37.8,2.55,8.26,45.04,701,62.2,65.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Nordeste,A,990,890,89.96,6.84,5.26,100.0,100,10.04,2.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Nordeste,B,1119,862,77.11,4.02,4.02,72.45,257,22.89,-4.9
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Nordeste,C,828,478,57.83,3.31,6.43,59.78,350,42.17,14.3
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Nordeste,D/E,880,282,32.13,1.34,9.52,29.13,598,67.87,90.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Norte,A,1094,984,89.96,5.91,7.19,91.72,110,10.04,43.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Norte,B,905,697,77.11,3.33,5.9,79.05,208,22.89,9.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Norte,C,1001,578,57.83,3.21,6.8,70.42,423,42.17,18.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,25-34,Norte,D/E,845,271,32.13,2.34,5.71,36.47,574,67.87,7.1
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sul,A,810,810,100.0,7.04,6.29,96.65,0,0.0,12.9
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sul,B,853,851,99.79,5.83,4.25,90.78,2,0.21,-3.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sul,C,913,683,74.84,4.24,6.24,68.7,230,25.16,12.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sul,D/E,990,411,41.58,2.73,7.24,33.99,579,58.42,44.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sudeste,A,1073,1073,100.0,8.85,7.81,100.0,0,0.0,56.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sudeste,B,1025,1022,99.79,6.16,7.31,100.0,3,0.21,46.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sudeste,C,1080,808,74.84,5.36,8.66,76.01,272,25.16,73.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Sudeste,D/E,1147,476,41.58,0.5,8.28,38.37,671,58.42,65.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Centro-Oeste,A,808,808,100.0,6.65,5.01,97.29,0,0.0,0.1
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Centro-Oeste,B,1137,1031,90.72,6.38,6.45,86.21,106,9.28,14.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Centro-Oeste,C,1007,685,68.04,3.55,6.85,64.62,322,31.96,18.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Centro-Oeste,D/E,1117,422,37.8,2.92,5.8,32.97,695,62.2,8.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Nordeste,A,941,846,89.96,4.6,6.93,64.71,95,10.04,19.3
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Nordeste,B,810,624,77.11,3.13,6.53,72.47,186,22.89,15.3
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Nordeste,C,1120,647,57.83,4.26,9.25,59.01,473,42.17,85.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Nordeste,D/E,959,308,32.13,2.56,9.07,35.07,651,67.87,81.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Norte,A,1072,964,89.96,5.97,7.03,85.8,108,10.04,40.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Norte,B,937,722,77.11,4.55,4.56,79.75,215,22.89,-2.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Norte,C,1072,619,57.83,3.05,6.23,78.25,453,42.17,12.3
2023-04-01,2023,Q2,Serviços Bancários Digitais,35-44,Norte,D/E,915,293,32.13,3.47,6.84,38.11,622,67.87,18.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sul,A,1046,1014,97.02,6.37,6.58,99.76,32,2.98,15.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sul,B,1113,925,83.16,6.81,6.27,80.5,188,16.84,12.7
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sul,C,1089,679,62.37,3.16,9.75,84.09,410,37.63,95.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sul,D/E,864,299,34.65,1.85,9.77,33.0,565,65.35,95.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sudeste,A,952,923,97.02,6.49,9.49,98.29,29,2.98,89.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sudeste,B,897,745,83.16,4.39,10.0,76.1,152,16.84,100.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sudeste,C,905,564,62.37,3.2,7.59,67.34,341,37.63,51.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Sudeste,D/E,1083,375,34.65,1.72,9.01,37.16,708,65.35,80.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Centro-Oeste,A,1008,889,88.2,5.36,9.1,88.61,119,11.8,82.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Centro-Oeste,B,953,720,75.6,3.81,5.98,75.78,233,24.4,9.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Centro-Oeste,C,1079,611,56.7,3.77,7.37,51.45,468,43.3,47.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Centro-Oeste,D/E,1019,320,31.5,2.44,5.88,20.66,699,68.5,8.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Nordeste,A,982,736,74.97,4.84,7.38,70.19,246,25.03,47.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Nordeste,B,802,515,64.26,3.37,7.43,77.51,287,35.74,48.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Nordeste,C,1136,547,48.2,2.34,4.76,39.85,589,51.8,-1.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Nordeste,D/E,1184,317,26.77,1.62,6.93,16.25,867,73.23,19.3
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Norte,A,1010,757,74.97,4.9,5.2,75.8,253,25.03,2.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Norte,B,1026,659,64.26,3.95,8.21,65.16,367,35.74,64.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Norte,C,889,428,48.2,2.26,7.46,41.88,461,51.8,49.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,45-54,Norte,D/E,939,251,26.77,3.36,5.86,35.47,688,73.23,8.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sul,A,967,938,97.02,7.51,6.38,86.49,29,2.98,13.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sul,B,1098,913,83.16,5.79,6.6,56.86,185,16.84,16.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sul,C,903,563,62.37,0.92,4.49,69.43,340,37.63,-2.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sul,D/E,1162,402,34.65,3.62,10.0,29.08,760,65.35,100.0
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sudeste,A,1060,1028,97.02,6.83,6.61,98.54,32,2.98,16.1
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sudeste,B,834,693,83.16,6.11,8.87,73.16,141,16.84,77.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sudeste,C,930,580,62.37,3.95,7.31,48.9,350,37.63,46.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Sudeste,D/E,902,312,34.65,2.04,5.54,35.33,590,65.35,5.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Centro-Oeste,A,1036,913,88.2,6.43,8.87,70.55,123,11.8,77.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Centro-Oeste,B,1117,844,75.6,3.95,6.41,67.35,273,24.4,14.1
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Centro-Oeste,C,909,515,56.7,2.01,4.82,62.97,394,43.3,-0.9
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Centro-Oeste,D/E,1111,349,31.5,3.29,8.82,20.96,762,68.5,76.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Nordeste,A,839,628,74.97,6.3,5.62,76.2,211,25.03,6.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Nordeste,B,1027,659,64.26,2.98,5.85,78.72,368,35.74,8.5
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Nordeste,C,1046,504,48.2,2.75,4.56,56.95,542,51.8,-2.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Nordeste,D/E,1120,299,26.77,2.02,7.13,10.56,821,73.23,42.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Norte,A,946,709,74.97,6.49,9.36,73.11,237,25.03,87.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Norte,B,827,531,64.26,4.45,7.82,67.09,296,35.74,56.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Norte,C,987,475,48.2,3.85,8.99,55.05,512,51.8,79.8
2023-04-01,2023,Q2,Serviços Bancários Digitais,55-64,Norte,D/E,1104,295,26.77,2.25,7.43,26.37,809,73.23,48.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,65+,Sul,A,819,397,48.51,3.98,6.16,48.95,422,51.49,11.6
2023-04-01,2023,Q2,Serviços Bancários Digitais,65+,Sul,B,835,347,41.58,1.98,8.31,48.93,488,58.42,66.2
2023-04-01,2023,Q2,Serviços Bancários Digitais,65+,Sul,C,987,307,31.19,2.76,8.17,47.73,680,68.81,63.4
2023-04-01,2023,Q2,Serviços Bancários Digitais,65+,Sul,D/E,901,156,17.33,0.61,6.81,12.89,745,82.67,18.1
