data,ano,mes,mes_nome,trimestre,canal,tipo_problema,prioridade,quantidade_tickets,tempo_medio_resolucao_horas,satisfacao_media,taxa_resolucao_primeiro_contato,tickets_reabertos,custo_medio_por_ticket,eficiencia_canal
2023-07-01,2023,7,July,Q3,Telefone,Informações,Média,30,4.48,3.39,0.67,2,111.96,45.43
2023-07-01,2023,7,July,Q3,Telefone,Informações,Alta,20,2.48,3.4,0.78,1,61.99,53.04
2023-07-01,2023,7,July,Q3,Telefone,Informações,Crítica,4,0.87,4.0,0.72,0,21.84,57.6
2023-07-01,2023,7,July,Q3,Telefone,Reclamação,Baixa,26,3.57,3.89,0.79,1,89.31,61.46
2023-07-01,2023,7,July,Q3,Telefone,Reclamação,Média,17,2.05,3.84,0.78,1,51.24,59.9
2023-07-01,2023,7,July,Q3,Telefone,Reclamação,Alta,12,2.26,3.95,0.63,1,56.44,49.77
2023-07-01,2023,7,July,Q3,Telefone,Reclamação,Crítica,2,1.11,4.02,0.63,0,27.85,50.65
2023-07-01,2023,7,July,Q3,Telefone,Sugestão,Baixa,7,3.3,3.83,0.65,0,82.41,49.79
2023-07-01,2023,7,July,Q3,Telefone,Sugestão,Média,5,3.18,3.74,0.8,0,79.57,59.84
2023-07-01,2023,7,July,Q3,Telefone,Sugestão,Alta,4,1.12,4.12,0.78,0,27.88,64.27
2023-07-01,2023,7,July,Q3,Telefone,Sugestão,Crítica,1,1.59,4.11,0.64,0,39.87,52.61
2023-07-01,2023,7,July,Q3,E-mail,Técnico,Baixa,64,32.56,3.06,0.46,10,813.97,28.15
2023-07-01,2023,7,July,Q3,E-mail,Técnico,Média,58,34.3,3.43,0.47,9,857.47,32.24
2023-07-01,2023,7,July,Q3,E-mail,Técnico,Alta,32,13.0,3.53,0.36,6,325.01,25.42
2023-07-01,2023,7,July,Q3,E-mail,Técnico,Crítica,6,8.87,3.6,0.39,1,221.65,28.08
2023-07-01,2023,7,July,Q3,E-mail,Financeiro,Baixa,40,39.31,3.33,0.44,6,982.81,29.3
2023-07-01,2023,7,July,Q3,E-mail,Financeiro,Média,25,24.91,3.73,0.37,4,622.69,27.6
2023-07-01,2023,7,July,Q3,E-mail,Financeiro,Alta,18,21.14,3.18,0.31,3,528.51,19.72
2023-07-01,2023,7,July,Q3,E-mail,Financeiro,Crítica,4,19.47,2.76,0.34,0,486.64,18.77
2023-07-01,2023,7,July,Q3,E-mail,Informações,Baixa,46,34.36,3.96,0.42,7,858.94,33.26
2023-07-01,2023,7,July,Q3,E-mail,Informações,Média,37,23.96,3.79,0.47,5,599.05,35.63
2023-07-01,2023,7,July,Q3,E-mail,Informações,Alta,24,9.61,3.66,0.38,4,240.31,27.82
2023-07-01,2023,7,July,Q3,E-mail,Informações,Crítica,6,12.5,3.04,0.46,0,312.49,27.97
2023-07-01,2023,7,July,Q3,E-mail,Reclamação,Baixa,24,22.15,4.02,0.32,4,553.69,25.73
2023-07-01,2023,7,July,Q3,E-mail,Reclamação,Média,25,21.98,3.35,0.47,3,549.61,31.49
2023-07-01,2023,7,July,Q3,E-mail,Reclamação,Alta,12,14.62,4.04,0.32,2,365.56,25.86
2023-07-01,2023,7,July,Q3,E-mail,Reclamação,Crítica,3,15.5,3.69,0.38,0,387.6,28.04
2023-07-01,2023,7,July,Q3,E-mail,Sugestão,Baixa,7,34.75,3.02,0.41,1,868.84,24.76
2023-07-01,2023,7,July,Q3,E-mail,Sugestão,Média,7,23.9,3.4,0.37,1,597.6,25.16
2023-07-01,2023,7,July,Q3,E-mail,Sugestão,Alta,4,8.07,4.37,0.38,0,201.66,33.21
2023-07-01,2023,7,July,Q3,E-mail,Sugestão,Crítica,1,15.27,3.65,0.35,0,381.72,25.55
2023-07-01,2023,7,July,Q3,Chat Online,Técnico,Baixa,45,2.08,3.51,0.66,4,52.09,46.33
2023-07-01,2023,7,July,Q3,Chat Online,Técnico,Média,32,1.38,4.14,0.74,2,34.59,61.27
2023-07-01,2023,7,July,Q3,Chat Online,Técnico,Alta,23,1.0,4.53,0.72,1,24.9,65.23
2023-07-01,2023,7,July,Q3,Chat Online,Técnico,Crítica,6,0.95,4.22,0.62,0,23.85,52.33
2023-07-01,2023,7,July,Q3,Chat Online,Financeiro,Baixa,21,3.64,3.27,0.76,1,90.98,49.7
2023-07-01,2023,7,July,Q3,Chat Online,Financeiro,Média,25,1.27,4.16,0.76,1,31.7,63.23
2023-07-01,2023,7,July,Q3,Chat Online,Financeiro,Alta,12,1.04,3.77,0.75,0,26.06,56.55
2023-07-01,2023,7,July,Q3,Chat Online,Financeiro,Crítica,3,0.5,4.5,0.79,0,12.5,71.1
2023-07-01,2023,7,July,Q3,Chat Online,Informações,Baixa,33,1.18,4.3,0.75,2,29.42,64.5
2023-07-01,2023,7,July,Q3,Chat Online,Informações,Média,24,1.55,3.81,0.66,2,38.81,50.29
2023-07-01,2023,7,July,Q3,Chat Online,Informações,Alta,16,1.15,3.96,0.66,1,28.85,52.27
2023-07-01,2023,7,July,Q3,Chat Online,Informações,Crítica,3,0.67,4.35,0.76,0,16.69,66.12
2023-07-01,2023,7,July,Q3,Chat Online,Reclamação,Baixa,19,2.19,4.29,0.74,1,54.86,63.49
2023-07-01,2023,7,July,Q3,Chat Online,Reclamação,Média,13,1.7,4.17,0.71,1,42.44,59.21
2023-07-01,2023,7,July,Q3,Chat Online,Reclamação,Alta,8,1.16,4.0,0.73,0,29.12,58.4
2023-07-01,2023,7,July,Q3,Chat Online,Reclamação,Crítica,2,0.86,4.13,0.66,0,21.51,54.52
2023-07-01,2023,7,July,Q3,Chat Online,Sugestão,Baixa,5,3.13,4.24,0.62,0,78.23,52.58
2023-07-01,2023,7,July,Q3,Chat Online,Sugestão,Média,6,1.25,4.35,0.74,0,31.31,64.38
2023-07-01,2023,7,July,Q3,Chat Online,Sugestão,Alta,2,1.48,4.06,0.79,0,36.9,64.15
2023-07-01,2023,7,July,Q3,Chat Online,Sugestão,Crítica,1,0.61,3.41,0.68,0,15.21,46.38
2023-07-01,2023,7,July,Q3,WhatsApp,Técnico,Baixa,30,4.87,4.55,0.34,5,121.7,30.94
2023-07-01,2023,7,July,Q3,WhatsApp,Técnico,Média,36,3.92,4.42,0.36,6,98.09,31.82
2023-07-01,2023,7,July,Q3,WhatsApp,Técnico,Alta,19,1.98,4.07,0.45,3,49.54,36.63
2023-07-01,2023,7,July,Q3,WhatsApp,Técnico,Crítica,3,1.74,3.82,0.49,0,43.4,37.44
2023-07-01,2023,7,July,Q3,WhatsApp,Financeiro,Baixa,21,7.62,3.9,0.38,3,190.62,29.64
2023-07-01,2023,7,July,Q3,WhatsApp,Financeiro,Média,17,3.38,3.63,0.36,3,84.41,26.14
2023-07-01,2023,7,July,Q3,WhatsApp,Financeiro,Alta,11,3.32,3.5,0.31,2,82.96,21.7
2023-07-01,2023,7,July,Q3,WhatsApp,Financeiro,Crítica,2,2.39,3.96,0.38,0,59.86,30.1
2023-07-01,2023,7,July,Q3,WhatsApp,Informações,Baixa,28,4.98,3.89,0.31,5,124.61,24.12
2023-07-01,2023,7,July,Q3,WhatsApp,Informações,Média,21,3.61,3.9,0.45,3,90.2,35.1
2023-07-01,2023,7,July,Q3,WhatsApp,Informações,Alta,10,1.06,4.6,0.4,1,26.51,36.8
2023-07-01,2023,7,July,Q3,WhatsApp,Informações,Crítica,3,1.32,3.99,0.45,0,32.96,35.91
2023-07-01,2023,7,July,Q3,WhatsApp,Reclamação,Baixa,18,5.49,4.23,0.41,3,137.21,34.69
2023-07-01,2023,7,July,Q3,WhatsApp,Reclamação,Média,13,4.29,3.7,0.41,2,107.13,30.34
2023-07-01,2023,7,July,Q3,WhatsApp,Reclamação,Alta,7,3.98,3.93,0.42,1,99.55,33.01
2023-07-01,2023,7,July,Q3,WhatsApp,Reclamação,Crítica,1,3.09,3.63,0.46,0,77.31,33.4
2023-07-01,2023,7,July,Q3,WhatsApp,Sugestão,Baixa,5,6.85,3.77,0.44,0,171.27,33.18
2023-07-01,2023,7,July,Q3,WhatsApp,Sugestão,Média,3,1.91,4.02,0.43,0,47.66,34.57
2023-07-01,2023,7,July,Q3,WhatsApp,Sugestão,Alta,2,3.47,4.05,0.46,0,86.77,37.26
2023-07-01,2023,7,July,Q3,WhatsApp,Sugestão,Crítica,1,1.24,4.84,0.47,0,30.97,45.5
2023-07-01,2023,7,July,Q3,Presencial,Técnico,Baixa,16,2.07,4.65,0.62,1,51.77,57.66
2023-07-01,2023,7,July,Q3,Presencial,Técnico,Média,10,0.63,5.0,0.72,0,15.83,72.0
2023-07-01,2023,7,July,Q3,Presencial,Técnico,Alta,7,0.54,4.71,0.61,0,13.5,57.46
2023-07-01,2023,7,July,Q3,Presencial,Técnico,Crítica,1,0.75,4.04,0.7,0,18.85,56.56
2023-07-01,2023,7,July,Q3,Presencial,Financeiro,Baixa,7,1.34,4.48,0.67,0,33.58,60.03
2023-07-01,2023,7,July,Q3,Presencial,Financeiro,Média,8,0.89,4.74,0.72,0,22.24,68.26
2023-07-01,2023,7,July,Q3,Presencial,Financeiro,Alta,4,0.63,4.49,0.61,0,15.72,54.78
2023-07-01,2023,7,July,Q3,Presencial,Financeiro,Crítica,1,0.59,4.64,0.72,0,14.67,66.82
2023-07-01,2023,7,July,Q3,Presencial,Informações,Baixa,10,1.19,5.0,0.74,0,29.79,74.0
2023-07-01,2023,7,July,Q3,Presencial,Informações,Média,7,0.85,4.19,0.68,0,21.13,56.98
2023-07-01,2023,7,July,Q3,Presencial,Informações,Alta,5,0.5,4.75,0.61,0,12.5,57.95
2023-07-01,2023,7,July,Q3,Presencial,Informações,Crítica,1,0.5,4.25,0.77,0,12.5,65.45
2023-07-01,2023,7,July,Q3,Presencial,Reclamação,Baixa,6,1.49,4.85,0.63,0,37.32,61.11
2023-07-01,2023,7,July,Q3,Presencial,Reclamação,Média,5,0.92,4.08,0.61,0,22.9,49.78
2023-07-01,2023,7,July,Q3,Presencial,Reclamação,Alta,3,0.68,4.83,0.75,0,16.93,72.45
2023-07-01,2023,7,July,Q3,Presencial,Reclamação,Crítica,1,0.5,4.9,0.76,0,12.5,74.48
2023-07-01,2023,7,July,Q3,Presencial,Sugestão,Baixa,1,1.49,4.71,0.69,0,37.25,65.0
2023-07-01,2023,7,July,Q3,Presencial,Sugestão,Média,1,1.07,4.89,0.64,0,26.64,62.59
2023-07-01,2023,7,July,Q3,Presencial,Sugestão,Alta,1,1.15,3.86,0.77,0,28.75,59.44
2023-07-01,2023,7,July,Q3,Presencial,Sugestão,Crítica,1,0.52,4.85,0.64,0,13.1,62.08
2023-08-01,2023,8,August,Q3,Telefone,Técnico,Baixa,36,3.02,3.81,0.63,3,75.42,48.01
2023-08-01,2023,8,August,Q3,Telefone,Técnico,Média,39,2.23,3.65,0.69,3,55.65,50.37
2023-08-01,2023,8,August,Q3,Telefone,Técnico,Alta,20,1.59,4.26,0.76,1,39.7,64.75
2023-08-01,2023,8,August,Q3,Telefone,Técnico,Crítica,5,0.5,3.73,0.75,0,12.5,55.95
2023-08-01,2023,8,August,Q3,Telefone,Financeiro,Baixa,23,2.47,3.98,0.65,2,61.65,51.74
2023-08-01,2023,8,August,Q3,Telefone,Financeiro,Média,20,2.89,3.0,0.63,2,72.28,37.8
2023-08-01,2023,8,August,Q3,Telefone,Financeiro,Alta,12,1.52,4.0,0.7,1,37.88,56.0
2023-08-01,2023,8,August,Q3,Telefone,Financeiro,Crítica,3,1.61,3.29,0.62,0,40.33,40.8
2023-08-01,2023,8,August,Q3,Telefone,Informações,Baixa,30,4.78,4.01,0.74,2,119.57,59.35
2023-08-01,2023,8,August,Q3,Telefone,Informações,Média,26,3.34,3.75,0.79,1,83.62,59.25
2023-08-01,2023,8,August,Q3,Telefone,Informações,Alta,14,1.82,4.01,0.71,1,45.54,56.94
2023-08-01,2023,8,August,Q3,Telefone,Informações,Crítica,3,1.27,3.31,0.68,0,31.82,45.02
2023-08-01,2023,8,August,Q3,Telefone,Reclamação,Baixa,16,2.52,4.06,0.61,1,63.09,49.53
2023-08-01,2023,8,August,Q3,Telefone,Reclamação,Média,16,3.64,3.92,0.63,1,90.9,49.39
2023-08-01,2023,8,August,Q3,Telefone,Reclamação,Alta,8,1.32,3.88,0.6,0,32.93,46.56
2023-08-01,2023,8,August,Q3,Telefone,Reclamação,Crítica,1,0.99,3.99,0.8,0,24.63,63.84
2023-08-01,2023,8,August,Q3,Telefone,Sugestão,Baixa,5,3.44,3.7,0.72,0,85.99,53.28
2023-08-01,2023,8,August,Q3,Telefone,Sugestão,Média,4,2.26,3.32,0.6,0,56.6,39.84
2023-08-01,2023,8,August,Q3,Telefone,Sugestão,Alta,2,0.92,3.92,0.64,0,23.02,50.18
2023-08-01,2023,8,August,Q3,Telefone,Sugestão,Crítica,1,0.78,4.0,0.74,0,19.6,59.2
2023-08-01,2023,8,August,Q3,E-mail,Técnico,Baixa,58,38.78,3.4,0.43,9,969.46,29.24
2023-08-01,2023,8,August,Q3,E-mail,Técnico,Média,37,20.08,4.05,0.49,5,501.88,39.69
2023-08-01,2023,8,August,Q3,E-mail,Técnico,Alta,21,10.4,4.26,0.49,3,260.07,41.75
2023-08-01,2023,8,August,Q3,E-mail,Técnico,Crítica,5,15.0,3.31,0.5,0,374.98,33.1
2023-08-01,2023,8,August,Q3,E-mail,Financeiro,Baixa,26,45.33,2.69,0.36,4,1133.35,19.37
2023-08-01,2023,8,August,Q3,E-mail,Financeiro,Média,20,18.82,3.52,0.39,3,470.4,27.46
2023-08-01,2023,8,August,Q3,E-mail,Financeiro,Alta,12,18.74,3.71,0.32,2,468.6,23.74
2023-08-01,2023,8,August,Q3,E-mail,Financeiro,Crítica,3,13.33,3.54,0.3,0,333.21,21.24
2023-08-01,2023,8,August,Q3,E-mail,Informações,Baixa,32,46.11,3.73,0.32,6,1152.74,23.87
2023-08-01,2023,8,August,Q3,E-mail,Informações,Média,32,19.3,3.34,0.46,5,482.47,30.73
2023-08-01,2023,8,August,Q3,E-mail,Informações,Alta,15,20.4,3.48,0.34,2,510.11,23.66
2023-08-01,2023,8,August,Q3,E-mail,Informações,Crítica,5,12.06,3.54,0.33,0,301.45,23.36
2023-08-01,2023,8,August,Q3,E-mail,Reclamação,Baixa,20,17.04,3.59,0.36,3,426.03,25.85
2023-08-01,2023,8,August,Q3,E-mail,Reclamação,Média,22,27.41,3.29,0.3,4,685.17,19.74
2023-08-01,2023,8,August,Q3,E-mail,Reclamação,Alta,11,15.6,3.64,0.34,2,390.04,24.75
2023-08-01,2023,8,August,Q3,E-mail,Reclamação,Crítica,2,15.59,3.84,0.36,0,389.74,27.65
2023-08-01,2023,8,August,Q3,E-mail,Sugestão,Baixa,6,48.86,3.46,0.39,1,1221.59,26.99
2023-08-01,2023,8,August,Q3,E-mail,Sugestão,Média,6,22.2,3.15,0.41,1,555.11,25.83
2023-08-01,2023,8,August,Q3,E-mail,Sugestão,Alta,2,24.17,3.41,0.44,0,604.24,30.01
2023-08-01,2023,8,August,Q3,E-mail,Sugestão,Crítica,1,17.16,3.59,0.41,0,429.09,29.44
2023-08-01,2023,8,August,Q3,Chat Online,Técnico,Baixa,27,2.2,4.5,0.78,1,54.98,70.2
2023-08-01,2023,8,August,Q3,Chat Online,Técnico,Média,29,1.97,4.38,0.73,2,49.13,63.95
2023-08-01,2023,8,August,Q3,Chat Online,Técnico,Alta,15,1.49,4.22,0.67,1,37.37,56.55
2023-08-01,2023,8,August,Q3,Chat Online,Técnico,Crítica,3,0.81,3.99,0.68,0,20.18,54.26
2023-08-01,2023,8,August,Q3,Chat Online,Financeiro,Baixa,17,1.93,4.26,0.72,1,48.32,61.34
2023-08-01,2023,8,August,Q3,Chat Online,Financeiro,Média,17,1.33,4.31,0.78,1,33.21,67.24
2023-08-01,2023,8,August,Q3,Chat Online,Financeiro,Alta,9,1.04,4.51,0.71,0,25.94,64.04
2023-08-01,2023,8,August,Q3,Chat Online,Financeiro,Crítica,2,0.72,4.48,0.65,0,18.08,58.24
2023-08-01,2023,8,August,Q3,Chat Online,Informações,Baixa,22,1.23,4.26,0.65,2,30.73,55.38
2023-08-01,2023,8,August,Q3,Chat Online,Informações,Média,23,1.59,4.05,0.63,2,39.8,51.03
2023-08-01,2023,8,August,Q3,Chat Online,Informações,Alta,10,1.02,4.15,0.75,0,25.53,62.25
2023-08-01,2023,8,August,Q3,Chat Online,Informações,Crítica,3,0.71,3.75,0.69,0,17.64,51.75
2023-08-01,2023,8,August,Q3,Chat Online,Reclamação,Baixa,15,2.3,4.68,0.73,1,57.59,68.33
2023-08-01,2023,8,August,Q3,Chat Online,Reclamação,Média,13,1.5,4.2,0.78,0,37.47,65.52
2023-08-01,2023,8,August,Q3,Chat Online,Reclamação,Alta,7,1.59,4.44,0.67,0,39.73,59.5
2023-08-01,2023,8,August,Q3,Chat Online,Reclamação,Crítica,1,0.54,5.0,0.74,0,13.4,74.0
2023-08-01,2023,8,August,Q3,Chat Online,Sugestão,Baixa,5,2.14,3.84,0.68,0,53.43,52.22
2023-08-01,2023,8,August,Q3,Chat Online,Sugestão,Média,4,1.83,3.81,0.78,0,45.7,59.44
2023-08-01,2023,8,August,Q3,Chat Online,Sugestão,Alta,2,0.97,4.09,0.79,0,24.28,64.62
2023-08-01,2023,8,August,Q3,Chat Online,Sugestão,Crítica,1,0.75,3.8,0.77,0,18.81,58.52
2023-08-01,2023,8,August,Q3,WhatsApp,Técnico,Baixa,28,7.23,3.87,0.36,5,180.8,27.86
2023-08-01,2023,8,August,Q3,WhatsApp,Técnico,Média,25,2.68,4.51,0.31,5,67.03,27.96
2023-08-01,2023,8,August,Q3,WhatsApp,Técnico,Alta,13,3.55,3.82,0.46,2,88.69,35.14
2023-08-01,2023,8,August,Q3,WhatsApp,Técnico,Crítica,3,2.92,4.47,0.47,0,73.09,42.02
2023-08-01,2023,8,August,Q3,WhatsApp,Financeiro,Baixa,15,4.29,4.03,0.41,2,107.3,33.05
2023-08-01,2023,8,August,Q3,WhatsApp,Financeiro,Média,13,2.96,4.26,0.44,2,74.08,37.49
2023-08-01,2023,8,August,Q3,WhatsApp,Financeiro,Alta,6,2.48,3.61,0.35,1,62.11,25.27
2023-08-01,2023,8,August,Q3,WhatsApp,Financeiro,Crítica,2,1.5,3.67,0.41,0,37.44,30.09
2023-08-01,2023,8,August,Q3,WhatsApp,Informações,Baixa,17,2.46,3.86,0.31,3,61.6,23.93
2023-08-01,2023,8,August,Q3,WhatsApp,Informações,Média,17,6.39,4.05,0.44,2,159.76,35.64
2023-08-01,2023,8,August,Q3,WhatsApp,Informações,Alta,8,3.43,3.82,0.49,1,85.73,37.44
2023-08-01,2023,8,August,Q3,WhatsApp,Informações,Crítica,2,1.1,4.3,0.31,0,27.57,26.66
2023-08-01,2023,8,August,Q3,WhatsApp,Reclamação,Baixa,10,6.8,3.77,0.41,1,169.9,30.91
2023-08-01,2023,8,August,Q3,WhatsApp,Reclamação,Média,8,4.46,3.65,0.37,1,111.58,27.01
2023-08-01,2023,8,August,Q3,WhatsApp,Reclamação,Alta,5,2.31,3.92,0.34,0,57.86,26.66
2023-08-01,2023,8,August,Q3,WhatsApp,Reclamação,Crítica,1,3.12,3.24,0.35,0,78.07,22.68
2023-08-01,2023,8,August,Q3,WhatsApp,Sugestão,Baixa,2,10.39,3.63,0.49,0,259.85,35.57
2023-08-01,2023,8,August,Q3,WhatsApp,Sugestão,Média,3,7.04,3.2,0.49,0,175.9,31.36
2023-08-01,2023,8,August,Q3,WhatsApp,Sugestão,Alta,2,1.86,4.07,0.35,0,46.47,28.49
2023-08-01,2023,8,August,Q3,WhatsApp,Sugestão,Crítica,1,2.01,4.51,0.31,0,50.34,27.96
2023-08-01,2023,8,August,Q3,Presencial,Técnico,Baixa,13,1.94,4.13,0.69,1,48.46,56.99
2023-08-01,2023,8,August,Q3,Presencial,Técnico,Média,12,1.03,4.86,0.74,0,25.67,71.93
2023-08-01,2023,8,August,Q3,Presencial,Técnico,Alta,6,0.5,4.79,0.75,0,12.5,71.85
2023-08-01,2023,8,August,Q3,Presencial,Técnico,Crítica,1,0.65,4.41,0.74,0,16.22,65.27
2023-08-01,2023,8,August,Q3,Presencial,Financeiro,Baixa,6,1.23,4.14,0.66,0,30.71,54.65
2023-08-01,2023,8,August,Q3,Presencial,Financeiro,Média,5,0.74,5.0,0.69,0,18.54,69.0
2023-08-01,2023,8,August,Q3,Presencial,Financeiro,Alta,3,0.69,4.56,0.62,0,17.25,56.54
2023-08-01,2023,8,August,Q3,Presencial,Financeiro,Crítica,1,0.75,4.46,0.68,0,18.84,60.66
2023-08-01,2023,8,August,Q3,Presencial,Informações,Baixa,8,1.51,4.3,0.7,0,37.78,60.2
2023-08-01,2023,8,August,Q3,Presencial,Informações,Média,6,1.07,4.25,0.64,0,26.73,54.4
2023-08-01,2023,8,August,Q3,Presencial,Informações,Alta,3,0.61,4.66,0.67,0,15.34,62.44
2023-08-01,2023,8,August,Q3,Presencial,Informações,Crítica,1,0.5,4.5,0.73,0,12.5,65.7
2023-08-01,2023,8,August,Q3,Presencial,Reclamação,Baixa,5,1.76,4.68,0.63,0,43.94,58.97
2023-08-01,2023,8,August,Q3,Presencial,Reclamação,Média,4,0.84,4.29,0.65,0,21.04,55.77
2023-08-01,2023,8,August,Q3,Presencial,Reclamação,Alta,2,0.82,4.46,0.63,0,20.61,56.2
2023-08-01,2023,8,August,Q3,Presencial,Reclamação,Crítica,1,0.61,4.28,0.67,0,15.25,57.35
2023-08-01,2023,8,August,Q3,Presencial,Sugestão,Baixa,1,1.31,4.74,0.73,0,32.66,69.2
2023-08-01,2023,8,August,Q3,Presencial,Sugestão,Média,1,0.85,3.5,0.75,0,21.28,52.5
2023-08-01,2023,8,August,Q3,Presencial,Sugestão,Alta,1,0.85,4.59,0.61,0,21.25,56.0
2023-08-01,2023,8,August,Q3,Presencial,Sugestão,Crítica,1,0.5,5.0,0.68,0,12.5,68.0
2023-09-01,2023,9,September,Q3,Telefone,Técnico,Baixa,40,3.67,3.48,0.75,2,91.86,52.2
2023-09-01,2023,9,September,Q3,Telefone,Técnico,Média,31,2.69,3.8,0.74,2,67.14,56.24
2023-09-01,2023,9,September,Q3,Telefone,Técnico,Alta,22,2.51,3.66,0.61,2,62.74,44.65
2023-09-01,2023,9,September,Q3,Telefone,Técnico,Crítica,4,1.09,3.41,0.77,0,27.22,52.51
2023-09-01,2023,9,September,Q3,Telefone,Financeiro,Baixa,21,5.21,4.09,0.72,1,130.31,58.9
2023-09-01,2023,9,September,Q3,Telefone,Financeiro,Média,18,1.12,4.37,0.62,2,28.03,54.19
2023-09-01,2023,9,September,Q3,Telefone,Financeiro,Alta,13,1.56,4.01,0.73,1,38.92,58.55
2023-09-01,2023,9,September,Q3,Telefone,Financeiro,Crítica,2,0.7,3.9,0.67,0,17.52,52.26
2023-09-01,2023,9,September,Q3,Telefone,Informações,Baixa,27,3.86,4.34,0.79,1,96.41,68.57
2023-09-01,2023,9,September,Q3,Telefone,Informações,Média,20,4.5,3.33,0.78,1,112.5,51.95
2023-09-01,2023,9,September,Q3,Telefone,Informações,Alta,11,2.34,3.87,0.65,1,58.41,50.31
2023-09-01,2023,9,September,Q3,Telefone,Informações,Crítica,4,1.32,3.96,0.69,0,33.08,54.65
2023-09-01,2023,9,September,Q3,Telefone,Reclamação,Baixa,14,3.68,4.05,0.61,1,92.11,49.41
2023-09-01,2023,9,September,Q3,Telefone,Reclamação,Média,16,1.7,4.08,0.64,1,42.51,52.22
2023-09-01,2023,9,September,Q3,Telefone,Reclamação,Alta,7,2.75,3.65,0.7,0,68.85,51.1
2023-09-01,2023,9,September,Q3,Telefone,Reclamação,Crítica,2,1.37,4.1,0.6,0,34.26,49.2
2023-09-01,2023,9,September,Q3,Telefone,Sugestão,Baixa,6,5.51,3.21,0.73,0,137.63,46.87
2023-09-01,2023,9,September,Q3,Telefone,Sugestão,Média,4,2.29,3.6,0.67,0,57.31,48.24
2023-09-01,2023,9,September,Q3,Telefone,Sugestão,Alta,2,1.01,4.73,0.61,0,25.34,57.71
2023-09-01,2023,9,September,Q3,Telefone,Sugestão,Crítica,1,1.47,4.09,0.74,0,36.76,60.53
2023-09-01,2023,9,September,Q3,E-mail,Técnico,Baixa,49,32.94,3.35,0.47,7,823.43,31.49
2023-09-01,2023,9,September,Q3,E-mail,Técnico,Média,56,21.99,3.5,0.33,11,549.72,23.1
2023-09-01,2023,9,September,Q3,E-mail,Técnico,Alta,25,13.01,3.84,0.49,3,325.34,37.63
2023-09-01,2023,9,September,Q3,E-mail,Técnico,Crítica,6,12.19,3.52,0.45,0,304.71,31.68
2023-09-01,2023,9,September,Q3,E-mail,Financeiro,Baixa,32,51.76,3.9,0.43,5,1293.94,33.54
2023-09-01,2023,9,September,Q3,E-mail,Financeiro,Média,27,27.15,3.6,0.34,5,678.81,24.48
2023-09-01,2023,9,September,Q3,E-mail,Financeiro,Alta,12,28.11,2.18,0.47,1,702.73,20.49
2023-09-01,2023,9,September,Q3,E-mail,Financeiro,Crítica,3,15.53,4.27,0.31,0,388.22,26.47
2023-09-01,2023,9,September,Q3,E-mail,Informações,Baixa,40,32.41,3.6,0.42,6,810.34,30.24
2023-09-01,2023,9,September,Q3,E-mail,Informações,Média,34,23.6,3.58,0.35,6,589.92,25.06
2023-09-01,2023,9,September,Q3,E-mail,Informações,Alta,16,22.07,3.98,0.43,2,551.83,34.23
2023-09-01,2023,9,September,Q3,E-mail,Informações,Crítica,4,11.12,3.76,0.36,0,278.12,27.07
2023-09-01,2023,9,September,Q3,E-mail,Reclamação,Baixa,22,46.84,3.41,0.49,3,1171.0,33.42
2023-09-01,2023,9,September,Q3,E-mail,Reclamação,Média,18,26.54,3.64,0.49,2,663.51,35.67
2023-09-01,2023,9,September,Q3,E-mail,Reclamação,Alta,10,8.59,3.97,0.46,1,214.65,36.52
2023-09-01,2023,9,September,Q3,E-mail,Reclamação,Crítica,2,5.13,4.03,0.36,0,128.18,29.02
2023-09-01,2023,9,September,Q3,E-mail,Sugestão,Baixa,8,39.55,3.82,0.47,1,988.68,35.91
2023-09-01,2023,9,September,Q3,E-mail,Sugestão,Média,6,3.95,4.13,0.3,1,98.63,24.78
2023-09-01,2023,9,September,Q3,E-mail,Sugestão,Alta,3,21.76,4.02,0.45,0,543.99,36.18
2023-09-01,2023,9,September,Q3,E-mail,Sugestão,Crítica,1,6.41,4.0,0.32,0,160.2,25.6
2023-09-01,2023,9,September,Q3,Chat Online,Técnico,Baixa,34,3.06,3.92,0.73,2,76.6,57.23
2023-09-01,2023,9,September,Q3,Chat Online,Técnico,Média,27,1.83,4.58,0.73,2,45.73,66.87
2023-09-01,2023,9,September,Q3,Chat Online,Técnico,Alta,17,1.23,4.15,0.76,1,30.65,63.08
2023-09-01,2023,9,September,Q3,Chat Online,Técnico,Crítica,4,0.57,4.3,0.67,0,14.37,57.62
2023-09-01,2023,9,September,Q3,Chat Online,Financeiro,Baixa,19,2.34,3.63,0.63,2,58.58,45.74
2023-09-01,2023,9,September,Q3,Chat Online,Financeiro,Média,20,1.52,4.46,0.74,1,38.1,66.01
2023-09-01,2023,9,September,Q3,Chat Online,Financeiro,Alta,9,0.59,4.86,0.66,0,14.75,64.15
2023-09-01,2023,9,September,Q3,Chat Online,Financeiro,Crítica,2,1.36,3.68,0.66,0,34.0,48.58
2023-09-01,2023,9,September,Q3,Chat Online,Informações,Baixa,23,2.1,4.16,0.62,2,52.54,51.58
2023-09-01,2023,9,September,Q3,Chat Online,Informações,Média,24,1.55,4.11,0.65,2,38.65,53.43
2023-09-01,2023,9,September,Q3,Chat Online,Informações,Alta,14,0.5,4.46,0.7,1,12.5,62.44
